Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Name and Address Transmission,STATE/COUNTRY CODE,Record 115,,,PIC X(3),3,204-206,204,206,BNAM DISP LEGL,LEGAL ADDRESS>COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 115,,,PIC X(10),10,207-216,207,216,BNAM DISP LEGL,USR:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LAST UPDATE DATE,Record 115,,,PIC X(8),8,217-224,217,224,BNAM DISP LEGL,CHGD:,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,SEASONAL ADDRESS TYPE CODE,Record 115,,,PIC X(02),2,225-226,225,226,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS STATUS CODE,Record 115,,,PIC X(01),1,227-227,227,227,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS START DATE,Record 115,,,PIC X(08),8,228-235,228,235,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS END DATE,Record 115,,,PIC X(08),8,236-243,236,243,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS AUTO ADDRESS UPDATE INDICATOR,Record 115,,,PIC X(01),1,244-244,244,244,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS NCOA ADDRESS UPDATE INDICATOR,Record 115,,,PIC X(01),1,245-245,245,245,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT ADDRESS LINE 1,Record 115,,,PIC X(32),32,246-277,246,277,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT ADDRESS LINE 2,Record 115,,,PIC X(32),32,278-309,278,309,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT ADDRESS LINE 3,Record 115,,,PIC X(32),32,310-341,310,341,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FOREIGN ADDRESS CODE,Record 115,,,PIC X(01),1,342-342,342,342,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT CITY NAME,Record 115,,,PIC X(30),30,343-372,343,372,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT STATE,Record 115,,,PIC X(02),2,373-374,373,374,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESSFIXED FORMAT POSTAL CODE,Record 115,,,PIC X(09),9,375-383,375,383,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS FIXED FORMAT PROVINCE,Record 115,,,PIC X(15),15,384-398,384,398,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS STATE/COUNTRY CODE,Record 115,,,PIC X(03),3,399-401,399,401,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS UPDATE USER,Record 115,,,PIC X(10),10,402-411,402,411,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,SEASONAL ADDRESS LAST UPDATE DATE,Record 115,,,PIC X(08),8,412-419,412,419,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,FILLER,Record 115,,,PIC X(281),281,420-700,420,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,1/22/2017,TRUE
Name and Address Transmission,RECORD TYPE,Record 2X0,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD NUMBER,Record 2X0,,,PIC X(3),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/15/2004,TRUE
Name and Address Transmission,FIRM,Record 2X0,,,PIC X(4),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/15/2004,TRUE
Name and Address Transmission,BRANCH,Record 2X0,,,PIC X(3),3,11-Sep,9,11,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/15/2004,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 2X0,,,PIC X(6),6,17-Dec,12,17,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/15/2004,TRUE
Name and Address Transmission,FFR XREF,Record 2X0,,,PIC X(9),9,18-26,18,26,BNAM DISP BOOK,CUST#:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,MAIL CODE,Record 2X0,,,PIC X(1),1,27-27,27,27,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LEGAL CODE,Record 2X0,,,PIC X(1),1,28-28,28,28,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,AFF CODE,Record 2X0,,,PIC X(1),1,29-29,29,29,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,DAY TEL CODE,Record 2X0,,,PIC X(1),1,30-30,30,30,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,NTE TEL CODE,Record 2X0,,,PIC X(1),1,31-31,31,31,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,BOOK NAME COUNT,Record 2X0,,,PIC X(1),1,32-32,32,32,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CUST STATE ID,Record 2X0,,,PIC X(30),30,33-62,33,62,BNAM DISP BOOK,DRVRS LIC:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CUST STATE ID TYPE,Record 2X0,,,PIC X(1),1,63-63,63,63,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CUST STATE ISSUED,Record 2X0,,,PIC X(2),2,64-65,64,65,BNAM DISP BOOK,ISSUE ST:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,BROKER AFFILIATION CODE,Record 2X0,,,PIC X(1),1,66-66,66,66,BNAM DISP BOOK,AFFILIATION?:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,EMPLOYEE OCCUPATION,Record 2X0,,,PIC X(32),32,67-98,67,98,BNAM DISP BOOK,OCCUPATION:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CITIZEN/ORGANIZATION COUNTRY,Record 2X0,,,PIC X(3),3,99-101,99,101,BNAM ADD/ADDL,CCC,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LAST MAINT DATE,Record 2X0,,,PIC X(8),8,102-109,102,109,BNAM DISP BOOK,CHGD:,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X0,,,PIC X(10),10,110-119,110,119,BNAM HIST,USR/PGMID,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X0,,,PIC X(26),26,120-145,120,145,BNAM HIST,DATE/TIME,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,NAME FORMAT,Record 2X0,,,PIC X(1),1,146-146,146,146,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR NAME TITLE PREFIX,Record 2X0,,,PIC X(10),10,147-156,147,156,BNAM CHG CUST/ADDL,PREFIX:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR NAME TITLE SUFFIX,Record 2X0,,,PIC X(10),10,157-166,157,166,BNAM CHG CUST/ADDL,SUF:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR FIRST NAME,Record 2X0,,,PIC X(25),25,167-191,167,191,BNAM CHG CUST/ADDL,FIRST:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR MIDDLE NAME,Record 2X0,,,PIC X(10),10,192-201,192,201,BNAM CHG CUST/ADDL,M:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR LAST NAME,Record 2X0,,,PIC X(30),30,202-231,202,231,BNAM CHG CUST/ADDL,LAST:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR RELATIONSHIP CODE,Record 2X0,,,PIC X(4),4,232-235,232,235,BNAM CHG CUST/ADDL,REL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,IRS CODE,Record 2X0,,,PIC X(1),1,236-236,236,236,BNAM DISP BOOK,IRS #:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,IRS NO,Record 2X0,,,PIC X(9),9,237-245,237,245,BNAM DISP BOOK,IRS #:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,BIRTH DATE,Record 2X0,,,PIC X(8),8,246-253,246,253,BNAM DISP CUST,DOB:,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE TYPE,Record 2X0,,,PIC X(1),1,254-254,254,254,BNAM DISP BOOK,PHONE NUMBERS:>OFFICE,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE FORMAT,Record 2X0,,,PIC X(1),1,255-255,255,255,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE NUMBER,Record 2X0,,,PIC X(15),15,256-270,256,270,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE EXTENSION,Record 2X0,,,PIC X(4),4,271-274,271,274,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE PIN,Record 2X0,,,PIC X(10),10,275-284,275,284,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CONTACT NAME,Record 2X0,,,PIC X(20),20,285-304,285,304,BNAM DISP FBSI,CALL BACK NUMBERS + NAMES: OFFICE,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,PRIORITY NUMBER,Record 2X0,,,PIC X(5),5,305-309,305,309,BNAM DISP FBSI,CALL BACK NUMBERS + NAMES: OFFICE,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X0,,,PIC X(10),10,310-319,310,319,BNAM HIST,USR/PGMID,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X0,,,PIC X(26),26,320-345,320,345,BNAM HIST,DATE/TIME,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE TYPE,Record 2X0,,,PIC X(1),1,346-346,346,346,BNAM DISP BOOK,PHONE NUMBERS:>HOME,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE FORMAT,Record 2X0,,,PIC X(1),1,347-347,347,347,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE NUMBER,Record 2X0,,,PIC X(15),15,348-362,348,362,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE EXTENSION,Record 2X0,,,PIC X(4),4,363-366,363,366,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,TELEPHONE PIN,Record 2X0,,,PIC X(10),10,367-376,367,376,BNAM DISP BOOK,PHONE NUMBERS:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,CONTACT NAME,Record 2X0,,,PIC X(20),20,377-396,377,396,BNAM DISP FBSI,CALL BACK NUMBERS + NAMES: HOME,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,PRIORITY NUMBER,Record 2X0,,,PIC X(5),5,397-401,397,401,BNAM DISP FBSI,CALL BACK NUMBERS + NAMES: HOME,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X0,,,PIC X(10),10,402-411,402,411,BNAM HIST,DATE/TIME,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X0,,,PIC X(26),26,412-437,412,437,BNAM HIST,USR/PGMID,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,GOVERNMENT ID NUMBER,Record 2X0,,,PIC X(30),30,438-467,438,467,Wealthscape>Account Profile,Government ID #,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2022,TRUE
Name and Address Transmission,GOVERNMENT ID TYPE CODE,Record 2X0,,,PIC X(01),1,468-468,468,468,Wealthscape>Account Profile,Government ID Type,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2022,TRUE
Name and Address Transmission,GOVERNMENT ID ISSUE DATE,Record 2X0,,,PIC X(08),8,469-476,469,476,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,GOVERNMENT ID EXPIRATION DATE,Record 2X0,,,PIC X(08),8,477-484,477,484,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,GOVERNMENT ID COUNTRY CODE,Record 2X0,,,PIC X(03),3,485-487,485,487,Wealthscape>Account Profile,Country of Issuance,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,ACCREDITED INVESTOR CODE,Record 2X0,,,PIC X(01),1,488-488,488,488,Wealthscape>Account Profile,Accredited Investor,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,ASSOCIATED WITH CAIS REPORTING INDUSTRY MEMBER CODE,Record 2X0,,,PIC X(01),1,489-489,489,489,Wealthscape>Account Profile,Authorized Trader Type,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,ASSOCIATED WITH OTHER BROKER-DEALER CODE,Record 2X0,,,PIC X(01),1,490-490,490,490,Wealthscape>Account Profile,Associated with Other Broker-Dealer,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,CONTROL PERSON CODE,Record 2X0,,,PIC X(01),1,491-491,491,491,Wealthscape>Account Profile,Control Person,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,EMPLOYEE OF BROKER DEALER CODE,Record 2X0,,,PIC X(01),1,492-492,492,492,Wealthscape>Account Profile,Employee of Broker-Dealer,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,U.S. REGISTERED INVESTMENT COMPANY CODE,Record 2X0,,,PIC X(01),1,493-493,493,493,Wealthscape>Account Profile,U.S. Registered Investment Company,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,U.S. REGISTERED BROKER DEALER CODE,Record 2X0,,,PIC X(01),1,494-494,494,494,Wealthscape>Account Profile,U.S. Registered Broker-Dealer,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,U.S. REGISTERED INVESTMENT ADVISOR CODE,Record 2X0,,,PIC X(01),1,495-495,495,495,Wealthscape>Account Profile,U.S. Registered Investment Adviser,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,10/18/2022,TRUE
Name and Address Transmission,MOBILE TELEPHONE NUMBER,Record 2X0,,,PIC X(01),1,496-496,496,496,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/28/2022,TRUE
Name and Address Transmission,MOBILE TELEPHONE NUMBER,Record 2X0,,,PIC X(01),1,497-497,497,497,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/28/2022,TRUE
Name and Address Transmission,FILLER,Record 2X0,,,PIC X(203),203,498-700,498,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,RECORD TYPE,Record 2X1,,,PIC X(1),1,1-Jan,1,1,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/29/2013,TRUE
Name and Address Transmission,RECORD NUMBER,Record 2X1,,,PIC X(3),3,4-Feb,2,4,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,FIRM,Record 2X1,,,PIC X(4),4,8-May,5,8,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,BRANCH,Record 2X1,,,PIC X(3),3,11-Sep,9,11,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ACCOUNT NUMBER,Record 2X1,,,PIC X(6),6,17-Dec,12,17,BNAM DISP CUST,BR/ACCT,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,ADDRESS TYPE,Record 2X1,,,PIC X(2),2,18-19,18,19,BNAM DISP BOOK,MAILING ADDRESS or LEGAL ADDRESS,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 1,Record 2X1,,,PIC X(32),32,20-51,20,51,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LABEL LINE 2,Record 2X1,,,PIC X(32),32,52-83,52,83,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,AUTO ADDRESS UPDATE INDICATOR,Record 2X1,,,PIC X(1),1,84-84,84,84,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/25/2011,TRUE
Name and Address Transmission,NCOA ADDRESS UPDATE INDICATOR,Record 2X1,,,PIC X(1),1,85-85,85,85,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,4/25/2011,TRUE
Name and Address Transmission,FFR ADDRESS LINE1,Record 2X1,,,PIC X(32),32,86-117,86,117,BNAM DISP BOOK,ATTN:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE2,Record 2X1,,,PIC X(32),32,118-149,118,149,BNAM DISP BOOK,ADD1:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,FFR ADDRESS LINE3,Record 2X1,,,PIC X(32),32,150-181,150,181,BNAM DISP BOOK,ADD2:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PO BOX,Record 2X1,,,PIC X(10),10,182-191,182,191,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,FFR CITY NAME,Record 2X1,,,PIC X(30),30,192-221,192,221,BNAM DISP BOOK,CITY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR DOM STATE,Record 2X1,,,PIC X(2),2,222-223,222,223,BNAM DISP BOOK,STATE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR POSTAL CODE,Record 2X1,,,PIC X(5),5,224-228,224,228,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR EXTENDED ZIP,Record 2X1,,,PIC X(4),4,229-232,229,232,BNAM DISP BOOK,ZIP/POSTAL:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FFR PROVINCE,Record 2X1,,,PIC X(30),30,233-262,233,262,BNAM DISP BOOK,PROVINCE:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,LAST MAINT DATE,Record 2X1,,,PIC X(8),8,263-270,263,270,,,YYYYMMDD,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FOREIGN ADDRESS CODE,Record 2X1,,,PIC X(1),1,271-271,271,271,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/16/2004,TRUE
Name and Address Transmission,STATE/COUNTRY CODE,Record 2X1,,,PIC X(3),3,272-274,272,274,BNAM DISP BOOK,COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,COUNTRY NAME,Record 2X1,,,PIC X(50),50,275-324,275,324,BNAM DISP BOOK,COUNTRY:,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,INTERNATIONAL PO CODE,Record 2X1,,,PIC X(10),10,325-334,325,334,NOT DISPLAYED,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE USER,Record 2X1,,,PIC X(10),10,335-344,335,344,BNAM HIST,USR/PGMID,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,UPDATE TIME STAMP,Record 2X1,,,PIC X(26),26,345-370,345,370,BNAM HIST,DATE/TIME,YYYY-MM-DD-HH.MM.SS.MMMMMM,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
Name and Address Transmission,FILLER,Record 2X1,,,PIC X(330),330,371-700,371,700,,,AN,5.9.0,12/30/2022 - New CAIS and Mobile Telephone Number fields,12/30/2022,,11/17/2004,TRUE
