record_name,POSITION,PICTURE,TYPE,conditional_changes,field_name,DESCRIPTION,NOTES
G,596-599,X(04),AN,,identity_verification_method,"IDENTITY VERIFICATION METHOD; values include:
“”= Information not Provided to Pershing
“CDCR” = Compliance Data Center Inc. Report
“RDCR” = Regulatory Data Corporation Report
“INRV” = Internal Review
“OTHR” = Other Identification Vendor",ACCOUNT HOLDER/PARTICIPANT INFORMATION (includes USA PATRIOT ACT account information)
G,600-600,X(01),AN,,tax_id_type,"TAX ID TYPE; values include:
“A” = Applied for
“E” = Applied for expired
“F” = WP-EIN
“I” = ITIN
“N” = Non-US
“Q” = QI-EIN
“S” = Social Security Number
“T” = Tax ID Number (EIN)
“W” = WT-EIN
“” = Not populated or applicable","ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-568"
G,601-609,X(09),AN,,tax_id_number,TAX ID NUMBER,"ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-579"
G,610-610,X(01),AN,,tax_exemption_indicator,"TAX EXEMPTION INDICATOR; values include:
“Y” = Yes
“N” = No","ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-580"
G,611-611,X(01),AN,,w9_on_file,"W9 ON FILE; values include:
“Y” = Yes
“N” = No","ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-583"
G,612-615,X(04),AN,,customer_bank_code,CUSTOMER BANK CODE; for 3rd-party custodian; IBD-driven,"ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-586"
G,616-647,X(32),AN,,corporate_business_id,CORPORATE/BUSINESS ID; for non-natural person only,"ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-587"
G,648-649,X(02),AN,,country_of_the formation_organization,"COUNTRY OF THE FORMATION ORGANIZATION; for
non-natural person only; see Appendix Q","ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-588"
G,650-651,X(02),AN,,state_of_incorporation_organization,"STATE OF INCORPORATION/ORGANIZATION; for non-
natural person only; see Appendix Q, “ACCT Codes and Values”","ID VERIFICATION COMMENTS CAN BE FOUND IN RECORD X, position 519-589"
G,652-652,X(01),AN,,employee_of_this_ibd,"EMPLOYEE OF THIS IBD; values include:
“Y” = Yes; the holder/participant is an employee of this IBD
“N” = No; the holder/part. is not employed by this IBD
“U” = Unknown",EMPLOYMENT INFORMATION (NEXT FOUR FIELDS COPIED TO RECORD X FOR EASE OF USE)
G,653-653,X(01),AN,,related_to_employee_of_this_ibd,"RELATED TO EMPLOYEE OF THIS IBD; values include:
“Y” = Yes; the holder is related to an employee of this IBD
“N” = No; the holder/participant is not related to an employee of this IBD
“U” = Unknown",EMPLOYMENT INFORMATION (NEXT FOUR FIELDS COPIED TO RECORD X FOR EASE OF USE)
G,654-654,X(01),AN,,employee_of_another_ibd,"EMPLOYEE OF ANOTHER IBD; values include:
“” = Not applicable
“Y” = Yes; holder/participant is an employee of another IBD
“N” = No; holder/participant is not an employee of another IBD
“U” = Unknown",EMPLOYMENT INFORMATION (NEXT FOUR FIELDS COPIED TO RECORD X FOR EASE OF USE)
G,655-655,X(01),AN,,related_to_employee_of_another_ibd,"RELATED TO EMPLOYEE OF ANOTHER IBD; values include:
“” = Not applicable
“Y” = Yes; the holder/participant is related to an employee of another IBD
“N” = No; the holder/participant is not related to an employee of another IBD
“U” = Unknown",EMPLOYMENT INFORMATION (NEXT FOUR FIELDS COPIED TO RECORD X FOR EASE OF USE)
G,656-659,X(04),AN,,employment_status_code,"EMPLOYMENT STATUS CODE; values include:
“” = Not applicable
“EMPL” = Employed
“SEMP” = Self-Employed
“RETD” = Retired
“UEMP” = Unemployed
“HOME” = Homemaker
“STDT” = Student",
G,660-674,X(15),AN,,occupation,OCCUPATION; free-form field; can be blank,
G,675-678,X(04),AN,,tax_bracket,"TAX BRACKET; values include:
“” = Not applicable
“LWTB” = 0-15%
“MDTB” = 15.1-32%
“HITB” = 32.1-50%
“TPTB” = 50.1%+",
G,679-680,9(02),N,,years_employed,YEARS EMPLOYED,
G,681-715,X(35),AN,,type_of_business,TYPE OF BUSINESS,
G,716-747,X(32),AN,,employer_name,EMPLOYER NAME,
G,748-748,X(01),AN,,account_holder_participant_discretion,"ACCOUNT HOLDER/PARTICIPANT DISCRETION
(effective 09/2013); values include:
“Y” = Yes; holder/participant has discretion
“N” = No; holder/participant does not have discretion
“” = Unknown",
G,749-749,X(01),AN,,marital_status,"MARITAL STATUS; 
values include:
“M” = Married
“S” = Unmarried
“D” = Divorced
“W” = Widowed
“P” = Domestic Partner
“N” = Not applicable (i.e., the Account Holder is a Corporate Entity) or Not Available (Marital Status is not Available on Interested Party) (Account Holder Type, Pos. 45 = “IPP” data)
“U” = Unknown/Undetermined",
G,750-750,X(01),AN,,end_of_record_g,Literally “X”; indicates the end of record G,
H,001-002,X(02),AN,,transaction_code,TRANSACTION CODE = “CI”,
H,003-003,X(01),AN,,record_indicator_value,RECORD INDICATOR VALUE = “H”,
H,004-011,9(08),N,,record_id_sequence_number,RECORD ID SEQUENCE NUMBER; begins with “00000001”,
H,012-020,X(09),AN,,account_number,"ACCOUNT NUMBER, including Office (3) and Base (6)",
H,021-023,X(03),AN,,introducing_broker_dealer_ibd_number,INTRODUCING BROKER DEALER (IBD) NUMBER,
H,024-024,X(01),AN,,not_used,Not Used,
H,025-027,X(03),AN,,investment_professional_ip_number,INVESTMENT PROFESSIONAL (IP) NUMBER,
H,028-028,X(01),AN,,not_used,Not Used,
H,029-038,X(10),AN,,account_short_name,ACCOUNT SHORT NAME,
H,039-040,X(02),AN,,not_used,Not Used,
H,041-041,X(01),AN,,account_holder_participant_transaction_code,"ACCOUNT HOLDER/ PARTICIPANT TRANSACTION CODE
values include:
“X” or “” = Unchanged record
“A” = Add Account Holder/Participant
“C” = Change existing Account Holder/Participant",
H,042-044,X(03),AN,,sequence_number,SEQUENCE NUMBER; values are 001 through 016,ACCOUNT HOLDER/PARTICIPANT SECONDARY IDENTIFIERS
H,045-047,X(03),AN,,account_holder_type,"ACCOUNT HOLDER TYPE; values include:
“AH” = Account Holder
“B&R” = Books and Records participant
“IPP” = Interested Party participant",ACCOUNT HOLDER/PARTICIPANT SECONDARY IDENTIFIERS
H,048-048,X(01),AN,,joint_account_income_net_worth_indicator,"JOINT ACCOUNT INCOME/NET WORTH INDICATOR;
values include:
“Y” = Combined and reported on account level; displayed on first Account Holder/Participant only
“N” = Reported on individual Account Holder/Participant level",BOOKS AND RECORDS DETAILS
H,049-066,9(16)v9(02),N,,minimum_annual_income_amount,MINIMUM ANNUAL INCOME AMOUNT,BOOKS AND RECORDS DETAILS
H,067-084,9(16)v9(02),N,,maximum_annual_income_amount,MAXIMUM ANNUAL INCOME AMOUNT,BOOKS AND RECORDS DETAILS
H,085-102,9(16)v9(02),N,,minimum_net_ worth_amount,MINIMUM NET WORTH AMOUNT,BOOKS AND RECORDS DETAILS
H,103-120,9(16)v9(02),N,,maximum_net_ worth_amount,MAXIMUM NET WORTH AMOUNT,BOOKS AND RECORDS DETAILS
H,121-121,X(01),AN,,telephone_1_transaction_code,"TELEPHONE 1 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number","TELEPHONE NUMBER (UP TO 7 TIMES)
NOTE: Telephone numbers will appear in alphabetical order based on TELEPHONE TYPE ID
TELEPHONE NUMBER 1"
H,122-122,X(01),AN,,us_international_indicator_1,"US/INTERNATIONAL INDICATOR (1) 
This field to be decommissioned and replaced with the associated country code in position 170, below; Effective TBA
“U” = US/Canada
“F” = International","TELEPHONE NUMBER 1
NOTE: Effective TBA"
H,123-123,X(01),AN,,telephone_type_id_1,"TELEPHONE TYPE ID (1); values include:
“B” = Business
“C” = Cellular
“E” = Beeper
“F” = Fax
“H” = Home
“S” = Seasonal
“T” = Telex
“V” = Voice Mail",TELEPHONE NUMBER 1
H,124-164,X(41),AN,,telephone_number_1,TELEPHONE NUMBER (1),TELEPHONE NUMBER 1
H,165-169,X(05),AN,,country_calling_code_1,"COUNTRY CALLING CODE
Effective TBA","TELEPHONE NUMBER 1
NOTE: Effective TBA"
H,170-171,X(02),AN,,associated_country_code_1,"ASSOCIATED COUNTRY CODE 
See Appendix Q for values; effective TBA","TELEPHONE NUMBER 1
NOTE: Effective TBA"
H,172-178,X(07),AN,,telephone_extension_1,TELEPHONE EXTENSION (1),TELEPHONE NUMBER 1
H,179-179,X(01),AN,,telephone_2_transaction_code,"TELEPHONE 2 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 2
H,180-180,X(01),AN,,us_international_indicator_2,"US/INTERNATIONAL INDICATOR (2) 
This field to be decommissioned and replaced with the associated country code in position 228, below; Effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 2
H,181-181,X(01),AN,,telephone_type_id_2,"TELEPHONE TYPE ID (2); see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 2
H,182-222,X(41),AN,,telephone_number_2,TELEPHONE NUMBER (2),TELEPHONE NUMBER 2
H,223-227,X(05),AN,,country_calling_code_2,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 1
NOTE: Effective TBA"
H,228-229,X(02),AN,,associated_country_code_2,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 1
NOTE: Effective TBA"
H,230-236,X(07),AN,,telephone_extension_2,TELEPHONE EXTENSION (2),TELEPHONE NUMBER 2
H,237-237,X(01),AN,,telephone_3_transaction_code,"TELEPHONE 3 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 3
H,238-238,X(01),AN,,us_international_indicator_3,"US/INTERNATIONAL INDICATOR (3)
This field to be decommissioned and replaced with the associated country code in position 286, below; Effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 3
H,239-239,X(01),AN,,telephone_type_id_3,"TELEPHONE TYPE ID (3); see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 3
H,240-280,X(41),AN,,telephone_number_3,TELEPHONE NUMBER (3),TELEPHONE NUMBER 3
H,281-285,X(05),AN,,country_calling_code_3,COUNTRY CALLING CODE; effective TBA,TELEPHONE NUMBER 3
H,286-287,X(02),AN,,associated_country_code_3,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,TELEPHONE NUMBER 3
H,288-294,X(07),AN,,telephone_extension_3,TELEPHONE EXTENSION (3),TELEPHONE NUMBER 3
H,295-295,X(01),AN,,telephone_4_transaction_code,"TELEPHONE 4 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 4
H,296-296,X(01),AN,,us_international_indicator_4,"US/INTERNATIONAL INDICATOR (4)
This field to be decommissioned and replaced with the associated country code in position 344, below; effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 4
H,297-297,X(01),AN,,telephone_type_id_4,"TELEPHONE TYPE ID (4); see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 4
H,298-338,X(41),AN,,telephone_number_4,TELEPHONE NUMBER (4),TELEPHONE NUMBER 4
H,339-343,X(05),AN,,country_calling_code_4,COUNTRY CALLING CODE; effective TBA,TELEPHONE NUMBER 4
H,344-345,X(02),AN,,associated_country_code_4,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,TELEPHONE NUMBER 4
H,346-352,X(07),AN,,telephone_extension_4,TELEPHONE EXTENSION (4),TELEPHONE NUMBER 4
H,353-353,X(01),AN,,telephone_5_transaction_code,"TELEPHONE 5 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 5
H,354-354,X(01),AN,,us_international_indicator_5,"US/INTERNATIONAL INDICATOR (5)
This field to be decommissioned and replaced with the associated country code in position 402, below; effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 5
H,355-355,X(01),AN,,telephone_type_id_5,"TELEPHONE TYPE ID (5); see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 5
H,356-396,X(41),AN,,telephone_number_5,TELEPHONE NUMBER (5),TELEPHONE NUMBER 5
H,397-401,X(05),AN,,country_calling_code_5,COUNTRY CALLING CODE; effective TBA,TELEPHONE NUMBER 5
H,402-403,X(02),AN,,associated_country_code_5,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,TELEPHONE NUMBER 5
H,404-410,X(07),AN,,telephone_extension_5,TELEPHONE EXTENSION (5),TELEPHONE NUMBER 5
H,411-411,X(01),AN,,telephone_6_transaction_code,"TELEPHONE 6 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 6
H,412-412,X(01),AN,,us_international_indicator_6,"US/INTERNATIONAL INDICATOR (6)
This field to be decommissioned and replaced with the associated country code in position 460, below; effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 6
H,413-413,X(01),AN,,telephone_type_id_6,"TELEPHONE TYPE ID (6); see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 6
H,414-454,X(41),AN,,telephone_number_6,TELEPHONE NUMBER (6),TELEPHONE NUMBER 6
H,455-459,X(05),AN,,country_calling_code_6,COUNTRY CALLING CODE; effective TBA,TELEPHONE NUMBER 6
H,460-461,X(02),AN,,associated_country_code_6,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,TELEPHONE NUMBER 6
H,462-468,X(07),AN,,telephone_extension_6,TELEPHONE EXTENSION (6),TELEPHONE NUMBER 6
H,469-469,X(01),AN,,telephone_7_transaction_code,"TELEPHONE 7 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 7
H,470-470,X(01),AN,,us_international_indicator_7,"US/INTERNATIONAL INDICATOR (7)
This field to be decommissioned and replaced with the associated country code in position 518, below; effective TBA
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 7
H,471-471,X(01),AN,,telephone_type_id_7,"TELEPHONE TYPE ID (7); 
see TELEPHONE TYPE ID (1),
position 123, for values",TELEPHONE NUMBER 7
H,472-512,X(41),AN,,telephone_number_7,TELEPHONE NUMBER (7),TELEPHONE NUMBER 7
H,513-517,X(05),AN,,country_calling_code_7,COUNTRY CALLING CODE; effective TBA,TELEPHONE NUMBER 7
H,518-519,X(02),AN,,associated_country_code_7,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,TELEPHONE NUMBER 7
H,520-526,X(07),AN,,telephone_extension_7,TELEPHONE EXTENSION (7),TELEPHONE NUMBER 7
H,527-527,X(01),AN,,consolidated_liquid_net_worth_indicator,"CONSOLIDATED LIQUID NET WORTH INDICATOR
values include:
“Y” = Combined and reported on Account level; displayed on first Account Holder/Participant only
“N” = Reported on Individual Account Holder/Participant level",
H,528-545,9(16)v9(02),N,,minimum_liquid_ worth_amount,MINIMUM LIQUID NET WORTH AMOUNT,
H,546-563,9(16)v9(02),N,,maximum_liquid_ worth_amount,MAXIMUM LIQUID NET WORTH AMOUNT,
H,564-568,X(05),AN,,for_pershing_internal_use_only,For Pershing Internal Use Only,
H,569-572,X(04),AN,,account_holder_participant_role_code,"ACCOUNT HOLDER/PARTICIPANT ROLE CODE; for
Account Holder Roles and Participant Roles, see Appendix Q",
H,573-582,X(10),AN,,participant_short_name,"PARTICIPANT SHORT NAME; free-form text, when available (effective 4th  Q 2015)",
H,583-583,X(01),AN,"CONS, CUST, GRDN, TRST registration types only",primary_mail_recipient_indicator,"PRIMARY MAIL RECIPIENT INDICATOR
Applies to Bank Custody accounts and for CONS, CUST, GRDN and TRST Registration types only
Effective 2nd  Q, 2021, TBA;
values include:
“Y” = Use this party as primary mail recipient
“” = Not applicable","NOTE: Applies to Bank Custody accounts and for CONS, CUST, GRDN and TRST Registration types only
NOTE: Effective 2nd  Q, 2021, TBA;"
H,584-584,X(01),AN,,not_used,Not Used,
H,585-634,X(50),AN,,email_address,E-MAIL ADDRESS,E-MAIL INFORMATION
H,635-638,X(04),AN,,type_of_unexpired_photo_government_id_1,"TYPE OF UNEXPIRED PHOTO GOVERNMENT ID (1); see
Appendix Q for values",ADDITIONAL PATRIOT ACT INFORMATION
H,639-670,X(32),AN,,unexpired_photo_government_id_number_1,UNEXPIRED PHOTO GOVERNMENT ID NUMBER (1),ADDITIONAL PATRIOT ACT INFORMATION
H,671-672,X(02),AN,,country_of_unexpired_photo_government_id_1,"COUNTRY OF UNEXPIRED PHOTO GOVERNMENT ID (1);
see Appendix Q, “ACCT Codes and Values”",ADDITIONAL PATRIOT ACT INFORMATION
H,673-674,X(02),AN,,state_province_of_unexpired_photo_government_id_1,"STATE/PROVINCE OF UNEXPIRED PHOTO GOVERNMENT ID (1); 
see Appendix Q, “ACCT Codes and Values”",ADDITIONAL PATRIOT ACT INFORMATION
H,675-682,9(08),N,,expiration_date_of_unexpired_government_photo_id_1,"EXPIRATION DATE OF UNEXPIRED GOVERNMENT PHOTO ID (1), in CCYYMMDD format",ADDITIONAL PATRIOT ACT INFORMATION
H,683-690,9(08),N,,issuance_date_of_unexpired_government_photo_id_corporate_business_id_1,"ISSUANCE DATE OF UNEXPIRED GOVERNMENT PHOTO ID/CORPORATE BUSINESS ID (1), in CCYYMMDD format",ADDITIONAL PATRIOT ACT INFORMATION
H,691-694,X(04),AN,,type_of_unexpired_photo_government_id_2,"TYPE OF UNEXPIRED PHOTO GOVERNMENT ID (2); see
Appendix Q for values",ADDITIONAL PATRIOT ACT INFORMATION
H,695-726,X(32),AN,,unexpired_photo_government_id_number_2,UNEXPIRED PHOTO GOVERNMENT ID NUMBER (2),ADDITIONAL PATRIOT ACT INFORMATION
H,727-728,X(02),AN,,country_of_unexpired_photo_government_id_2,"COUNTRY OF UNEXPIRED PHOTO GOVERNMENT ID (2);
see Appendix Q, “ACCT Codes and Values”",ADDITIONAL PATRIOT ACT INFORMATION
H,729-730,X(02),AN,,state_primary_subdivision_of_unexpired_photo_government_id_2,"STATE/PRIMARY SUBDIVISION OF UNEXPIRED PHOTO GOVERNMENT ID (2); 
see Appendix Q, “ACCT Codes and Values”",ADDITIONAL PATRIOT ACT INFORMATION
H,731-738,9(08),N,,expiration_date_of_unexpired_government_photo_id_2,"EXPIRATION DATE OF UNEXPIRED GOVERNMENT PHOTO ID (2), in CCYYMMDD format",ADDITIONAL PATRIOT ACT INFORMATION
H,739-746,9(08),N,,issuance_date_of_unexpired_government_photo_id_corporate_business_id_2,"ISSUANCE DATE OF UNEXPIRED GOVERNMENT PHOTO ID (2), in CCYYMMDD format",ADDITIONAL PATRIOT ACT INFORMATION
H,747-747,X(01),AN,,specified_adult_indicator,"SPECIFIED ADULT INDICATOR
Effective 1st Q, 2018;
Values include:
“Y” = Holder/participant is a specified adult
“N” = Holder/participant is not a specified adult
“” = Not applicable or known",ADDITIONAL PATRIOT ACT INFORMATION
H,748-749,X(02),AN,,not_used,Not Used,
H,750-750,X(01),AN,,end_of_record_h,Literally “X”; indicates the end of record H,
X,001-002,X(02),AN,,transaction_code,TRANSACTION CODE = “CI”,
X,003-003,X(01),AN,,record_indicator_value,RECORD INDICATOR VALUE = “X”,
X,004-011,9(08),N,,record_id_sequence_number,RECORD ID SEQUENCE NUMBER; begins with “00000001”,
X,012-020,X(09),AN,,account_number,"ACCOUNT NUMBER, including Office (3) and Base (6)",
X,021-023,X(03),AN,,introducing_broker_dealer_ibd_number,INTRODUCING BROKER DEALER (IBD) NUMBER,
X,024-024,X(01),AN,,not_used,Not Used,
X,025-027,X(03),AN,,investment_professional_ip_number,INVESTMENT PROFESSIONAL (IP) NUMBER,
X,028-028,X(01),AN,,not_used,Not Used,
X,029-038,X(10),AN,,account_short_name,ACCOUNT SHORT NAME,
X,039-040,X(02),AN,,not_used,Not Used,
X,041-041,X(01),AN,,record_transaction_code,"RECORD TRANSACTION CODE; values include:
“X” or “”= Unchanged record
“A” = Add Account Holder/Participant
“C” = Change existing Account Holder/Participant",NEW ACCOUNT HOLDER INFORMATION
X,042-044,X(03),AN,,sequence_number,SEQUENCE NUMBER; values are 001 through 016,ACCOUNT HOLDER/PARTICIPANT SECONDARY IDENTIFIERS
X,045-047,X(03),AN,,account_holder_type,"ACCOUNT HOLDER TYPE; values include:
“AH” = Account Holder
“B&R” = Books and Records participant
“IPP” = Interested Party participant",ACCOUNT HOLDER/PARTICIPANT SECONDARY IDENTIFIERS
X,048-049,X(02),AN,,not_used,Not Used,EMPLOYER ADDRESS AREA
X,050-053,X(04),AN,,attention_line_prefix,"ATTENTION LINE PREFIX; values include:
“ATTN” = Attention of
“C/O” = Care of
“” = May be blank in user-titled accounts",EMPLOYER ADDRESS AREA
X,054-081,X(28),AN,,attention_line_detail,ATTENTION LINE DETAIL,EMPLOYER ADDRESS AREA
X,082-113,X(32),AN,,address_line_1,ADDRESS LINE 1,EMPLOYER ADDRESS AREA
X,114-145,X(32),AN,,address_line_2,ADDRESS LINE 2,EMPLOYER ADDRESS AREA
X,146-177,X(32),AN,,address_line_3,ADDRESS LINE 3; only if ATTENTION LINE is spaces,EMPLOYER ADDRESS AREA
X,178-209,X(32),AN,,address_line_4,ADDRESS LINE 4; only if country is not US or Canada,EMPLOYER ADDRESS AREA
X,210-224,X(15),AN,,city,CITY; for US/Canada addresses only,EMPLOYER ADDRESS AREA
X,225-226,X(02),AN,,state,"STATE; for US/Canada addresses only; see Appendix Q, “ACCT Codes and Values”",EMPLOYER ADDRESS AREA
X,227-241,X(15),AN,,zip_postal_code,ZIP/POSTAL CODE; for US/Canada addresses only,EMPLOYER ADDRESS AREA
X,242-243,X(02),AN,,country_code,"COUNTRY CODE; see Appendix Q, “ACCT Codes and Values”",EMPLOYER ADDRESS AREA
X,244-245,X(02),AN,,not_used,Not Used,EMPLOYER ADDRESS AREA
X,246-246,X(01),AN,,employee_of_this_ibd,"EMPLOYEE OF THIS IBD; values include:
“Y” = the holder/participant is an employee of this IBD
“N” = the holder/participant is not an employee of this IBD
“U” = Unknown","EMPLOYMENT and AFFILIATION INFORMATION
NOTE: COPIED FROM RECORD G, position 652-652 – EMPLOYEE/THIS IBD"
X,247-247,X(01),AN,,related_to_employee_of_this_ibd,"RELATED TO EMPLOYEE OF THIS IBD; values include:
“Y” = the holder/part. is related to an employee of this IBD
“N” = the holder/part. is not related to an employee of this IBD
“U” = Unknown","NOTE: COPIED FROM RECORD G, position 653-653 – RELATED TO EMPLOYEE/THIS IBD"
X,248-272,X(25),AN,,employee_first_name_1,EMPLOYEE FIRST NAME,
X,273-297,X(25),AN,,employee_last_name_1,EMPLOYEE LAST NAME,
X,298-301,X(04),AN,,employee_suffix_1,EMPLOYEE SUFFIX,
X,302-305,X(04),AN,,relationship_to_employee,"RELATIONSHIP TO EMPLOYEE; values include:
“A” = Aunt
“B” = Brother
“D” = Daughter
“DP” = Domestic partner
“F” = Father
“FL” = Father-in-law
“FS” = Financial support provider
“GF” = Grandfather
“GM” = Grandmother
“GD” = Granddaughter
“GS” = Grandson
“M” = Mother
“ML” = Mother-in-law
“NE” = Nephew
“NI” = Niece
“OI” = Other Individual
“SI” = Sister
“SO” = Son
“SP” = Spouse
“U” = Uncle",
X,306-306,X(01),AN,,employee_of_another_ibd,"EMPLOYEE OF ANOTHER IBD; values include:
“” = Not applicable
“Y” = the holder/participant is employed by another IBD
“N” = the holder/participant is not an employee of another IBD
“U” = Unknown","NOTE: COPIED FROM RECORD G, position 654-654 – EMPLOYEE/ANOTHER IBD
NOTE: See Record 7, position 203, for Employee ID of this individual"
X,307-326,X(20),AN,,ibd_name_1,IBD NAME,
X,327-327,X(01),AN,,related_to_employee_of_another_ibd,"RELATED TO EMPLOYEE OF ANOTHER IBD; values include:
“” = Not applicable
“Y” = the holder is related to an employee of another IBD
“N” = the holder is not related to an employee of another IBD
“U” = Unknown","NOTE: COPIED FROM RECORD G, position 655-655 – RELATED TO EMPLOYEE/ANOTHER IBD
NOTE: See Record 7, position 223, for Employee ID of this individual"
X,328-347,X(20),AN,,ibd_name_2,IBD NAME,
X,348-372,X(25),AN,,employee_first_name_2,EMPLOYEE FIRST NAME,
X,373-397,X(25),AN,,employee_last_name_2,EMPLOYEE LAST NAME,
X,398-401,X(04),AN,,employee_suffix_2,EMPLOYEE SUFFIX,
X,402-405,X(04),AN,,relationship_to_employee_of_another_ibd,"RELATIONSHIP TO EMPLOYEE OF ANOTHER IBD; see
RELATIONSHIP TO EMPLOYEE, position 302-305, for values",
X,406-406,X(01),AN,,other_brokerage_accounts,"OTHER BROKERAGE ACCOUNTS; values include:
“” = Not applicable or available
“Y” = the holder/participant maintains other brokerage accounts
“N” = the holder/participant does not maintain other brokerage accounts",
X,407-426,X(20),AN,,name_of_ibd_where_account_held,NAME OF IBD WHERE ACCOUNT HELD,
X,427-427,X(01),AN,,holder_participant,"HOLDER/PARTICIPANT 
or IMMEDIATE FAMILY MEMBER AFFILIATED WITH 
or EMPLOYED BY MEMBER OF STOCK EXCHANGE 
or NASD; 
values include:
“” = Not applicable or available
“Y” = is affiliated or employed
“N” = is not affiliated or employed",
X,428-472,X(45),AN,,affiliation,AFFILIATION,
X,473-473,X(01),AN,,holder_participant_a_senior_officer_director_or_10percent_shareholder_of_public_company,"HOLDER/PART. A SENIOR OFFICER, DIRECTOR, or 10%+ SHAREHOLDER OF A PUBLIC COMPANY; 
values include:
“” = Not applicable or available
“Y” = the holder/participant is a senior officer, director, or 10%+ shareholder of a public company
“N” = the holder/participant is not a senior officer, director, or 10%+ shareholder of a public company",
X,474-518,X(45),AN,,name_of_public_company,NAME OF PUBLIC COMPANY,
X,519-568,X(50),AN,,id_verification_comments,ID VERIFICATION COMMENTS (FREE-FORM),ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,569-572,X(04),AN,,account_holder_participant_role_code,"ACCOUNT HOLDER/PARTICIPANT ROLE CODE; for
Account Holder Roles and Participant Roles, see Appendix Q:",ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,573-590,9(09)v9(09),N,,beneficiary_percent_allocation,BENEFICIARY PERCENT ALLOCATION (applicable only to beneficiaries on TODI and TODJ accounts),ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,591-592,X(02),AN,,relationship_to_primary_holder_code,"RELATIONSHIP TO PRIMARY HOLDER CODE; 
values include (effective 06/2013):
“CH” = Child
“GC” = Grandchild
“RL” = Relative
“SF” = Self
“SP” = Spouse
“OT” = Other",ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,593-682,X(90),AN,,for_pershing_internal_use_only,For Pershing Internal Use Only,ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,683-684,X(02),AN,,primary_holders_relationship_to_decedent_beneficiary_type,"PRIMARY HOLDER’S RELATIONSHIP TO DECEDENT (BENEFICIARY TYPE); 
values include (effective 06/16/2012):
“SP” = Spouse
“OT” = Non-spouse",ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,685-692,9(08),N,,date_of_death,"DATE OF DEATH, in CCYYMMDD format",ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
X,693-700,X(08),AN,,large_trader_id_prefix,LARGE TRADER ID PREFIX,ACCOUNT HOLDER/PARTICIPANT - LEVEL PATRIOT ACT ID VERIFICATION COMMENTS
